data_somministrazione,area,fascia_anagrafica,sesso_maschile,sesso_femminile,categoria_operatori_sanitari_sociosanitari,categoria_personale_non_sanitario,categoria_ospiti_rsa
2020-12-27,FVG,60-69,63,22,85,0,0
2020-12-27,FVG,70-79,3,1,4,0,0
2020-12-27,FVG,80-89,0,0,0,0,0
2020-12-27,FVG,90+,0,0,0,0,0
2020-12-27,LAZ,16-19,0,0,0,0,0
2020-12-27,LAZ,20-29,18,18,36,0,0
2020-12-27,LAZ,30-39,26,21,47,0,0
2020-12-27,LAZ,40-49,16,17,33,0,0
2020-12-27,LAZ,50-59,20,21,40,1,0
2020-12-27,LAZ,60-69,11,11,22,0,0
2020-12-27,LAZ,70-79,0,0,0,0,0
2020-12-27,LAZ,80-89,0,0,0,0,0
2020-12-27,LAZ,90+,0,0,0,0,0
2020-12-27,LIG,16-19,0,0,0,0,0
2020-12-27,LIG,20-29,6,3,9,0,0
2020-12-27,LIG,30-39,12,12,24,0,0
2020-12-27,LIG,40-49,7,12,19,0,0
2020-12-27,LIG,50-59,16,20,34,1,1
2020-12-27,LIG,60-69,13,4,16,0,1
2020-12-27,LIG,70-79,2,3,0,2,3
2020-12-27,LIG,80-89,2,12,0,0,14
2020-12-27,LIG,90+,1,10,0,0,11
2020-12-27,LOM,16-19,37,13,50,0,0
2020-12-27,LOM,20-29,11,21,32,0,0
2020-12-27,LOM,30-39,35,31,62,4,0
2020-12-27,LOM,40-49,59,74,125,8,0
2020-12-27,LOM,50-59,126,114,235,5,0
2020-12-27,LOM,60-69,175,44,215,4,0
2020-12-27,LOM,70-79,8,5,10,1,2
2020-12-27,LOM,80-89,4,6,1,1,8
2020-12-27,LOM,90+,2,1,1,0,2
2020-12-27,MAR,16-19,0,0,0,0,0
2020-12-27,MAR,20-29,6,8,14,0,0
2020-12-27,MAR,30-39,5,16,21,0,0
2020-12-27,MAR,40-49,10,21,29,2,0
2020-12-27,MAR,50-59,13,23,32,4,0
2020-12-27,MAR,60-69,63,31,92,2,0
2020-12-27,MAR,70-79,0,1,0,0,1
2020-12-27,MAR,80-89,0,2,0,0,2
2020-12-27,MAR,90+,0,1,0,0,1
2020-12-27,MOL,16-19,0,0,0,0,0
2020-12-27,MOL,20-29,0,4,4,0,0
2020-12-27,MOL,30-39,4,5,8,1,0
2020-12-27,MOL,40-49,4,3,7,0,0
2020-12-27,MOL,50-59,5,5,10,0,0
2020-12-27,MOL,60-69,4,0,3,0,1
2020-12-27,MOL,70-79,1,3,0,0,4
2020-12-27,MOL,80-89,0,6,0,0,6
2020-12-27,MOL,90+,2,4,0,0,6
2020-12-27,PAB,16-19,0,0,0,0,0
2020-12-27,PAB,20-29,6,15,21,0,0
2020-12-27,PAB,30-39,11,14,25,0,0
2020-12-27,PAB,40-49,15,23,38,0,0
2020-12-27,PAB,50-59,23,23,46,0,0
2020-12-27,PAB,60-69,8,4,12,0,0
2020-12-27,PAB,70-79,1,0,1,0,0
2020-12-27,PAB,80-89,1,0,1,0,0
2020-12-27,PAB,90+,0,0,0,0,0
2020-12-27,PAT,16-19,0,0,0,0,0
2020-12-27,PAT,20-29,2,3,5,0,0
2020-12-27,PAT,30-39,2,6,8,0,0
2020-12-27,PAT,40-49,6,14,20,0,0
2020-12-27,PAT,50-59,10,19,26,2,1
2020-12-27,PAT,60-69,14,6,18,1,1
2020-12-27,PAT,70-79,3,1,0,0,4
2020-12-27,PAT,80-89,1,8,0,0,9
2020-12-27,PAT,90+,1,4,0,0,5
2020-12-27,PIE,16-19,0,0,0,0,0
2020-12-27,PIE,20-29,25,62,85,2,0
2020-12-27,PIE,30-39,59,81,132,8,0
2020-12-27,PIE,40-49,66,130,177,17,2
2020-12-27,PIE,50-59,103,188,249,39,3
2020-12-27,PIE,60-69,94,37,113,9,9
2020-12-27,PIE,70-79,9,10,1,0,18
2020-12-27,PIE,80-89,5,19,0,0,24
2020-12-27,PIE,90+,5,15,0,0,20
2020-12-27,PUG,16-19,0,0,0,0,0
2020-12-27,PUG,20-29,20,40,60,0,0
2020-12-27,PUG,30-39,34,58,91,1,0
2020-12-27,PUG,40-49,40,44,82,2,0
2020-12-27,PUG,50-59,73,67,132,6,2
2020-12-27,PUG,60-69,93,24,113,1,3
2020-12-27,PUG,70-79,11,7,4,1,13
2020-12-27,PUG,80-89,7,20,0,0,27
2020-12-27,PUG,90+,1,16,0,0,17
2020-12-27,SAR,16-19,0,0,0,0,0
2020-12-27,SAR,20-29,0,5,5,0,0
2020-12-27,SAR,30-39,0,3,3,0,0
2020-12-27,SAR,40-49,3,7,10,0,0
2020-12-27,SAR,50-59,12,8,20,0,0
2020-12-27,SAR,60-69,18,8,26,0,0
2020-12-27,SAR,70-79,1,0,1,0,0
2020-12-27,SAR,80-89,0,0,0,0,0
2020-12-27,SAR,90+,0,0,0,0,0
2020-12-27,SIC,16-19,0,0,0,0,0
2020-12-27,SIC,20-29,8,13,21,0,0
2020-12-27,SIC,30-39,7,8,15,0,0
2020-12-27,SIC,40-49,11,10,19,2,0
2020-12-27,SIC,50-59,18,7,21,0,4
2020-12-27,SIC,60-69,22,7,26,0,3
2020-12-27,SIC,70-79,8,4,3,0,9
2020-12-27,SIC,80-89,2,6,0,0,8
2020-12-27,SIC,90+,0,1,0,0,1
2020-12-27,TOS,16-19,0,0,0,0,0
2020-12-27,TOS,20-29,21,29,50,0,0
2020-12-27,TOS,30-39,50,64,114,0,0
2020-12-27,TOS,40-49,52,99,148,2,1
2020-12-27,TOS,50-59,72,113,174,3,8
2020-12-27,TOS,60-69,62,41,94,4,5
2020-12-27,TOS,70-79,8,1,1,0,8
2020-12-27,TOS,80-89,2,1,0,0,3
2020-12-27,TOS,90+,0,5,0,0,5
2020-12-27,UMB,16-19,0,0,0,0,0
2020-12-27,UMB,20-29,5,6,10,1,0
2020-12-27,UMB,30-39,10,9,18,1,0
2020-12-27,UMB,40-49,8,16,24,0,0
2020-12-27,UMB,50-59,22,20,40,2,0
2020-12-27,UMB,60-69,26,9,29,1,5
2020-12-27,UMB,70-79,3,3,1,0,5
2020-12-27,UMB,80-89,1,5,0,0,6
2020-12-27,UMB,90+,1,0,0,0,1
2020-12-27,VDA,16-19,0,0,0,0,0
2020-12-27,VDA,20-29,0,1,1,0,0
2020-12-27,VDA,30-39,1,0,1,0,0
2020-12-27,VDA,40-49,1,3,4,0,0
2020-12-27,VDA,50-59,4,5,9,0,0
2020-12-27,VDA,60-69,3,2,5,0,0
2020-12-27,VDA,70-79,0,0,0,0,0
2020-12-27,VDA,80-89,0,0,0,0,0
2020-12-27,VDA,90+,0,0,0,0,0
2020-12-27,VEN,16-19 ,0,0,0,0,0
2020-12-27,VEN,20-29 ,22,54,76,0,0
2020-12-27,VEN,30-39 ,66,57,123,0,0
2020-12-27,VEN,40-49 ,51,106,157,0,0
2020-12-27,VEN,50-59 ,122,217,338,1,0
2020-12-27,VEN,60-69 ,132,51,183,0,0
2020-12-27,VEN,70-79 ,2,0,2,0,0
2020-12-27,VEN,80-89 ,0,0,0,0,0
2020-12-27,VEN,90+ ,0,0,0,0,0
2020-12-28,CAL,16-19,0,0,0,0,0
2020-12-28,CAL,20-29,1,0,1,0,0
2020-12-28,CAL,30-39,0,1,1,0,0
2020-12-28,CAL,40-49,0,1,1,0,0
2020-12-28,CAL,50-59,0,1,1,0,0
2020-12-28,CAL,60-69,1,0,1,0,0
2020-12-28,CAL,70-79,0,0,0,0,0
2020-12-28,CAL,80-89,0,0,0,0,0
2020-12-28,CAL,90+,0,0,0,0,0
2020-12-28,LAZ,16-19,0,0,0,0,0
2020-12-28,LAZ,20-29,37,46,83,0,0
2020-12-28,LAZ,30-39,52,49,100,1,0
2020-12-28,LAZ,40-49,41,92,125,8,0
2020-12-28,LAZ,50-59,58,103,159,2,0
2020-12-28,LAZ,60-69,63,26,84,5,0
2020-12-28,LAZ,70-79,0,0,0,0,0
2020-12-28,LAZ,80-89,0,0,0,0,0
2020-12-28,LAZ,90+,0,0,0,0,0
2020-12-28,LIG,16-19,0,0,0,0,0
2020-12-28,LIG,20-29,1,3,4,0,0
2020-12-28,LIG,30-39,4,9,13,0,0
2020-12-28,LIG,40-49,9,14,23,0,0
2020-12-28,LIG,50-59,10,19,29,0,0
2020-12-28,LIG,60-69,5,5,10,0,0
2020-12-28,LIG,70-79,0,0,0,0,0
2020-12-28,LIG,80-89,1,0,0,1,0
2020-12-28,LIG,90+,0,0,0,0,0
2020-12-28,LOM,16-19,0,0,0,0,0
2020-12-28,LOM,20-29,20,20,34,6,0
2020-12-28,LOM,30-39,39,58,86,11,0
2020-12-28,LOM,40-49,40,61,92,9,0
2020-12-28,LOM,50-59,47,60,92,15,0
2020-12-28,LOM,60-69,25,21,34,12,0
2020-12-28,LOM,70-79,0,0,0,0,0
2020-12-28,LOM,80-89,0,0,0,0,0
2020-12-28,LOM,90+,0,0,0,0,0
2020-12-28,PAB,16-19,0,0,0,0,0
2020-12-28,PAB,20-29,0,0,0,0,0
2020-12-28,PAB,30-39,0,0,0,0,0
2020-12-28,PAB,40-49,0,0,0,0,0
2020-12-28,PAB,50-59,0,0,0,0,0
2020-12-28,PAB,60-69,0,0,0,0,0
2020-12-28,PAB,70-79,0,0,0,0,0
2020-12-28,PAB,80-89,0,0,0,0,0
2020-12-28,PAB,90+,0,0,0,0,0
2020-12-28,SAR,16-19,0,0,0,0,0
2020-12-28,SAR,20-29,0,1,1,0,0
2020-12-28,SAR,30-39,3,2,5,0,0
2020-12-28,SAR,40-49,8,11,19,0,0
2020-12-28,SAR,50-59,9,15,24,0,0
2020-12-28,SAR,60-69,5,11,16,0,0
2020-12-28,SAR,70-79,0,0,0,0,0
2020-12-28,SAR,80-89,0,0,0,0,0
2020-12-28,SAR,90+,0,0,0,0,0
2020-12-28,SIC,16-19,0,0,0,0,0
2020-12-28,SIC,20-29,13,13,26,0,0
2020-12-28,SIC,30-39,27,21,48,0,0
2020-12-28,SIC,40-49,22,20,42,0,0
2020-12-28,SIC,50-59,29,16,43,2,0
2020-12-28,SIC,60-69,37,16,53,0,0
2020-12-28,SIC,70-79,0,0,0,0,0
2020-12-28,SIC,80-89,0,0,0,0,0
2020-12-28,SIC,90+,0,0,0,0,0
2020-12-29,LAZ,16-19,0,0,0,0,0
2020-12-29,LAZ,20-29,6,32,38,0,0
2020-12-29,LAZ,30-39,24,35,53,6,0
2020-12-29,LAZ,40-49,22,45,62,5,0
2020-12-29,LAZ,50-59,40,88,124,4,0
2020-12-29,LAZ,60-69,35,20,55,0,0
2020-12-29,LAZ,70-79,2,2,4,0,0
2020-12-29,LAZ,80-89,0,0,0,0,0
2020-12-29,LAZ,90+,0,0,0,0,0
2020-12-29,LIG,16-19,0,0,0,0,0
2020-12-29,LIG,20-29,1,0,1,0,0
2020-12-29,LIG,30-39,9,20,27,2,0
2020-12-29,LIG,40-49,5,17,20,2,0
2020-12-29,LIG,50-59,8,30,38,0,0
2020-12-29,LIG,60-69,6,6,11,1,0
2020-12-29,LIG,70-79,2,3,0,2,3
2020-12-29,LIG,80-89,1,8,0,0,9
2020-12-29,LIG,90+,1,8,0,0,9
2020-12-29,LOM,16-19,1,0,0,1,0
2020-12-29,LOM,20-29,14,22,35,1,0
2020-12-29,LOM,30-39,47,62,103,6,0
2020-12-29,LOM,40-49,38,61,88,11,0
2020-12-29,LOM,50-59,37,80,85,32,0
2020-12-29,LOM,60-69,35,19,46,8,0
2020-12-29,LOM,70-79,0,0,0,0,0
2020-12-29,LOM,80-89,0,0,0,0,0
2020-12-29,LOM,90+,0,0,0,0,0
2020-12-29,SAR,16-19,0,0,0,0,0
2020-12-29,SAR,20-29,2,1,3,0,0
2020-12-29,SAR,30-39,1,2,3,0,0
2020-12-29,SAR,40-49,6,4,10,0,0
2020-12-29,SAR,50-59,8,11,18,1,0
2020-12-29,SAR,60-69,12,3,15,0,0
2020-12-29,SAR,70-79,0,0,0,0,0
2020-12-29,SAR,80-89,0,0,0,0,0
2020-12-29,SAR,90+,0,0,0,0,0
2020-12-29,SIC,16-19,0,0,0,0,0
2020-12-29,SIC,20-29,9,7,16,0,0
2020-12-29,SIC,30-39,27,24,51,0,0
2020-12-29,SIC,40-49,34,22,56,0,0
2020-12-29,SIC,50-59,30,21,51,0,0
2020-12-29,SIC,60-69,46,15,61,0,0
2020-12-29,SIC,70-79,0,0,0,0,0
2020-12-29,SIC,80-89,0,0,0,0,0
2020-12-29,SIC,90+,0,0,0,0,0
2020-12-30,FVG,16-19,0,0,0,0,0
2020-12-30,FVG,20-29,18,35,49,4,0
2020-12-30,FVG,30-39,54,81,125,10,0
2020-12-30,FVG,40-49,46,114,148,12,0
2020-12-30,FVG,50-59,60,108,159,9,0
2020-12-30,FVG,60-69,57,38,90,5,0
2020-12-30,FVG,70-79,14,2,16,0,0
2020-12-30,FVG,80-89,1,1,2,0,0
2020-12-30,FVG,90+,0,0,0,0,0
2020-12-30,LAZ,16-19,0,0,0,0,0
2020-12-30,LAZ,20-29,52,81,133,0,0
2020-12-30,LAZ,30-39,138,181,318,1,0
2020-12-30,LAZ,40-49,165,281,442,4,0
2020-12-30,LAZ,50-59,163,271,423,11,0
2020-12-30,LAZ,60-69,116,93,197,5,7
2020-12-30,LAZ,70-79,17,20,10,0,27
2020-12-30,LAZ,80-89,4,16,0,0,20
2020-12-30,LAZ,90+,1,5,0,0,6
2020-12-30,LIG,16-19,0,0,0,0,0
2020-12-30,LIG,20-29,1,0,1,0,0
2020-12-30,LIG,30-39,0,1,1,0,0
2020-12-30,LIG,40-49,0,2,2,0,0
2020-12-30,LIG,50-59,4,3,7,0,0
2020-12-30,LIG,60-69,0,1,1,0,0
2020-12-30,LIG,70-79,0,0,0,0,0
2020-12-30,LIG,80-89,0,0,0,0,0
2020-12-30,LIG,90+,0,0,0,0,0
2020-12-30,LOM,16-19,0,0,0,0,0
2020-12-30,LOM,20-29,4,12,13,3,0
2020-12-30,LOM,30-39,10,25,33,2,0
2020-12-30,LOM,40-49,10,17,27,0,0
2020-12-30,LOM,50-59,16,25,37,4,0
2020-12-30,LOM,60-69,4,5,8,1,0
2020-12-30,LOM,70-79,0,0,0,0,0
2020-12-30,LOM,80-89,0,0,0,0,0
2020-12-30,LOM,90+,0,0,0,0,0
2020-12-30,MAR,16-19,0,0,0,0,0
2020-12-30,MAR,20-29,1,3,3,1,0
2020-12-30,MAR,30-39,0,1,1,0,0
2020-12-30,MAR,40-49,1,2,3,0,0
2020-12-30,MAR,50-59,2,6,6,2,0
2020-12-30,MAR,60-69,1,0,1,0,0
2020-12-30,MAR,70-79,0,0,0,0,0
2020-12-30,MAR,80-89,0,0,0,0,0
2020-12-30,MAR,90+,0,0,0,0,0
2020-12-30,PAB,16-19,0,0,0,0,0
2020-12-30,PAB,20-29,23,26,44,5,0
2020-12-30,PAB,30-39,32,56,80,8,0
2020-12-30,PAB,40-49,47,83,123,7,0
2020-12-30,PAB,50-59,39,48,67,20,0
2020-12-30,PAB,60-69,21,7,28,0,0
2020-12-30,PAB,70-79,1,0,1,0,0
2020-12-30,PAB,80-89,0,0,0,0,0
2020-12-30,PAB,90+,0,0,0,0,0
2020-12-30,PIE,16-19,0,0,0,0,0
2020-12-30,PIE,20-29,48,76,119,5,0
2020-12-30,PIE,30-39,62,43,101,4,0
2020-12-30,PIE,40-49,79,101,165,15,0
2020-12-30,PIE,50-59,78,140,199,19,0
2020-12-30,PIE,60-69,53,44,93,4,0
2020-12-30,PIE,70-79,0,0,0,0,0
2020-12-30,PIE,80-89,0,0,0,0,0
2020-12-30,PIE,90+,0,0,0,0,0
2020-12-30,SIC,16-19,0,0,0,0,0
2020-12-30,SIC,20-29,25,14,32,7,0
2020-12-30,SIC,30-39,35,34,69,0,0
2020-12-30,SIC,40-49,29,21,46,4,0
2020-12-30,SIC,50-59,33,15,44,4,0
2020-12-30,SIC,60-69,20,13,30,3,0
2020-12-30,SIC,70-79,0,0,0,0,0
2020-12-30,SIC,80-89,0,0,0,0,0
2020-12-30,SIC,90+,0,0,0,0,0
2020-12-30,TOS,16-19,2,0,0,0,2
2020-12-30,TOS,20-29,9,3,4,0,8
2020-12-30,TOS,30-39,7,8,5,1,9
2020-12-30,TOS,40-49,5,15,6,1,13
2020-12-30,TOS,50-59,15,19,16,2,16
2020-12-30,TOS,60-69,11,9,2,2,16
2020-12-30,TOS,70-79,16,14,1,0,29
2020-12-30,TOS,80-89,22,80,0,0,102
2020-12-30,TOS,90+,9,58,0,0,67
2020-12-30,VEN,16-19 ,0,0,0,0,0
2020-12-30,VEN,20-29 ,14,38,48,4,0
2020-12-30,VEN,30-39 ,46,74,118,2,0
2020-12-30,VEN,40-49 ,57,144,191,10,0
2020-12-30,VEN,50-59 ,67,151,203,15,0
2020-12-30,VEN,60-69 ,45,27,61,7,4
2020-12-30,VEN,70-79 ,4,4,0,0,8
2020-12-30,VEN,80-89 ,10,10,0,0,20
2020-12-30,VEN,90+ ,2,5,0,0,7
2020-12-31,CAM,16-19,1,0,0,1,0
2020-12-31,CAM,20-29,40,63,96,7,0
2020-12-31,CAM,30-39,120,140,237,23,0
2020-12-31,CAM,40-49,160,180,311,29,0
2020-12-31,CAM,50-59,236,198,389,44,1
2020-12-31,CAM,60-69,242,96,287,51,0
2020-12-31,CAM,70-79,9,2,11,0,0
2020-12-31,CAM,80-89,1,0,1,0,0
2020-12-31,EMR,16-19,0,1,0,0,1
2020-12-31,EMR,20-29,61,172,193,34,6
2020-12-31,EMR,30-39,169,217,295,87,4
2020-12-31,EMR,40-49,149,299,317,121,10
2020-12-31,EMR,50-59,137,342,357,112,10
2020-12-31,EMR,60-69,177,109,204,54,28
2020-12-31,EMR,70-79,16,31,4,2,41
2020-12-31,EMR,80-89,21,102,1,0,122
2020-12-31,EMR,90+,11,88,0,1,98
2020-12-31,FVG,16-19,0,0,0,0,0
2020-12-31,FVG,20-29,38,84,88,34,0
2020-12-31,FVG,30-39,89,133,203,19,0
2020-12-31,FVG,40-49,73,179,237,15,0
2020-12-31,FVG,50-59,83,210,280,13,0
2020-12-31,FVG,60-69,84,62,142,4,0
2020-12-31,FVG,70-79,15,2,16,1,0
2020-12-31,FVG,80-89,1,0,1,0,0
2020-12-31,FVG,90+,1,0,1,0,0
2020-12-31,LAZ,16-19,0,0,0,0,0
2020-12-31,LAZ,20-29,132,254,380,5,1
2020-12-31,LAZ,30-39,376,548,906,15,3
2020-12-31,LAZ,40-49,414,755,1110,46,13
2020-12-31,LAZ,50-59,535,869,1346,40,18
2020-12-31,LAZ,60-69,487,307,726,33,35
2020-12-31,LAZ,70-79,26,34,16,1,43
2020-12-31,LAZ,80-89,27,80,0,0,107
2020-12-31,LAZ,90+,6,57,0,0,63
2020-12-31,LIG,16-19,0,0,0,0,0
2020-12-31,LIG,20-29,19,52,70,1,0
2020-12-31,LIG,30-39,49,64,113,0,0
2020-12-31,LIG,40-49,38,115,148,4,1
2020-12-31,LIG,50-59,99,199,278,11,9
2020-12-31,LIG,60-69,92,46,115,5,18
2020-12-31,LIG,70-79,24,23,6,1,40
2020-12-31,LIG,80-89,12,56,0,0,68
2020-12-31,LIG,90+,8,39,0,0,47
2020-12-31,LOM,16-19,0,0,0,0,0
2020-12-31,LOM,20-29,19,32,51,0,0
2020-12-31,LOM,30-39,58,83,134,7,0
2020-12-31,LOM,40-49,58,104,153,9,0
2020-12-31,LOM,50-59,79,157,228,8,0
2020-12-31,LOM,60-69,48,26,72,2,0
2020-12-31,LOM,70-79,1,0,1,0,0
2020-12-31,LOM,80-89,0,0,0,0,0
2020-12-31,LOM,90+,0,0,0,0,0
2020-12-31,MAR,16-19,0,0,0,0,0
2020-12-31,MAR,20-29,5,8,13,0,0
2020-12-31,MAR,30-39,36,42,77,1,0
2020-12-31,MAR,40-49,42,62,104,0,0
2020-12-31,MAR,50-59,38,56,91,3,0
2020-12-31,MAR,60-69,52,43,86,9,0
2020-12-31,MAR,70-79,0,0,0,0,0
2020-12-31,MAR,80-89,0,0,0,0,0
2020-12-31,MAR,90+,0,0,0,0,0
2020-12-31,PAB,16-19,0,0,0,0,0
2020-12-31,PAB,20-29,18,24,36,6,0
2020-12-31,PAB,30-39,34,44,68,10,0
2020-12-31,PAB,40-49,42,70,95,17,0
2020-12-31,PAB,50-59,63,91,127,27,0
2020-12-31,PAB,60-69,43,12,42,13,0
2020-12-31,PAB,70-79,3,0,3,0,0
2020-12-31,PAB,80-89,0,0,0,0,0
2020-12-31,PAB,90+,0,0,0,0,0
2020-12-31,PAT,16-19,0,1,1,0,0
2020-12-31,PAT,20-29,28,75,99,4,0
2020-12-31,PAT,30-39,56,104,151,8,1
2020-12-31,PAT,40-49,49,191,211,25,4
2020-12-31,PAT,50-59,82,233,244,54,17
2020-12-31,PAT,60-69,67,73,92,9,39
2020-12-31,PAT,70-79,55,64,11,1,107
2020-12-31,PAT,80-89,72,174,2,0,244
2020-12-31,PAT,90+,14,156,0,1,169
2020-12-31,PIE,16-19,0,3,3,0,0
2020-12-31,PIE,20-29,113,243,344,12,0
2020-12-31,PIE,30-39,248,382,605,25,0
2020-12-31,PIE,40-49,256,673,863,66,0
2020-12-31,PIE,50-59,385,907,1101,191,0
2020-12-31,PIE,60-69,259,219,409,58,11
2020-12-31,PIE,70-79,20,16,7,0,29
2020-12-31,PIE,80-89,22,35,4,0,53
2020-12-31,PIE,90+,4,36,0,0,40
2020-12-31,PUG,16-19,0,0,0,0,0
2020-12-31,PUG,20-29,88,91,174,5,0
2020-12-31,PUG,30-39,131,155,275,11,0
2020-12-31,PUG,40-49,158,170,313,15,0
2020-12-31,PUG,50-59,160,162,303,18,1
2020-12-31,PUG,60-69,76,65,133,7,1
2020-12-31,PUG,70-79,4,5,4,0,5
2020-12-31,PUG,80-89,1,3,0,0,4
2020-12-31,PUG,90+,0,5,0,0,5
2020-12-31,SAR,16-19,0,0,0,0,0
2020-12-31,SAR,20-29,0,0,0,0,0
2020-12-31,SAR,30-39,1,2,3,0,0
2020-12-31,SAR,40-49,2,3,4,1,0
2020-12-31,SAR,50-59,6,10,12,4,0
2020-12-31,SAR,60-69,6,1,7,0,0
2020-12-31,SAR,70-79,1,0,1,0,0
2020-12-31,SAR,80-89,0,0,0,0,0
2020-12-31,SAR,90+,0,0,0,0,0
2020-12-31,SIC,16-19,2,0,0,2,0
2020-12-31,SIC,20-29,61,71,131,1,0
2020-12-31,SIC,30-39,82,84,165,1,0
2020-12-31,SIC,40-49,96,96,191,1,0
2020-12-31,SIC,50-59,129,98,226,1,0
2020-12-31,SIC,60-69,93,48,138,3,0
2020-12-31,SIC,70-79,6,0,6,0,0
2020-12-31,SIC,80-89,0,0,0,0,0
2020-12-31,SIC,90+,0,0,0,0,0
2020-12-31,TOS,16-19,0,0,0,0,0
2020-12-31,TOS,20-29,5,8,13,0,0
2020-12-31,TOS,30-39,9,16,22,0,3
2020-12-31,TOS,40-49,8,25,23,1,9
2020-12-31,TOS,50-59,19,40,23,2,34
2020-12-31,TOS,60-69,25,45,14,0,56
2020-12-31,TOS,70-79,39,78,0,1,116
2020-12-31,TOS,80-89,57,190,2,0,245
2020-12-31,TOS,90+,26,171,0,0,197
2020-12-31,UMB,16-19,0,0,0,0,0
2020-12-31,UMB,20-29,5,12,17,0,0
2020-12-31,UMB,30-39,18,28,46,0,0
2020-12-31,UMB,40-49,18,49,67,0,0
2020-12-31,UMB,50-59,26,62,88,0,0
2020-12-31,UMB,60-69,22,11,32,1,0
2020-12-31,UMB,70-79,0,0,0,0,0
2020-12-31,UMB,80-89,0,0,0,0,0
2020-12-31,UMB,90+,0,0,0,0,0
2020-12-31,VDA,16-19,0,0,0,0,0
2020-12-31,VDA,20-29,0,1,1,0,0
2020-12-31,VDA,30-39,0,2,2,0,0
2020-12-31,VDA,40-49,1,2,3,0,0
2020-12-31,VDA,50-59,3,8,11,0,0
2020-12-31,VDA,60-69,0,1,1,0,0
2020-12-31,VDA,70-79,0,0,0,0,0
2020-12-31,VDA,80-89,0,0,0,0,0
2020-12-31,VDA,90+,0,0,0,0,0
2020-12-31,VEN,16-19 ,1,0,0,1,0
2020-12-31,VEN,20-29 ,92,253,340,4,1
2020-12-31,VEN,30-39 ,186,315,488,13,0
2020-12-31,VEN,40-49 ,200,558,738,20,0
2020-12-31,VEN,50-59 ,278,687,911,50,4
2020-12-31,VEN,60-69 ,234,161,372,12,11
2020-12-31,VEN,70-79 ,17,25,5,0,37
2020-12-31,VEN,80-89 ,16,62,1,0,77
2020-12-31,VEN,90+ ,2,73,0,0,75
2021-01-01,CAM,20-29,27,49,73,3,0
2021-01-01,CAM,30-39,92,97,174,15,0
2021-01-01,CAM,40-49,102,110,199,13,0
2021-01-01,CAM,50-59,155,113,243,25,0
2021-01-01,CAM,60-69,129,43,152,20,0
2021-01-01,LAZ,16-19,0,3,1,1,1
2021-01-01,LAZ,20-29,83,232,308,6,1
2021-01-01,LAZ,30-39,240,355,578,15,2
2021-01-01,LAZ,40-49,284,577,821,32,8
2021-01-01,LAZ,50-59,447,667,1062,41,11
2021-01-01,LAZ,60-69,309,285,544,39,11
2021-01-01,LAZ,70-79,22,18,21,3,16
2021-01-01,LAZ,80-89,8,8,3,0,13
2021-01-01,LAZ,90+,3,4,0,1,6
2021-01-01,LIG,16-19,0,0,0,0,0
2021-01-01,LIG,20-29,5,10,11,4,0
